"subset","image","label","source_image","source_label","bbox_count"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000690.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000690.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000720.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000720.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000780.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000780.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000810.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000810.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000840.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000840.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000870.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000870.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000930.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000930.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000960.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000960.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_000990.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_000990.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001020.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001020.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001080.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001080.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001110.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001110.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001140.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001140.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001170.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001170.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001230.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001230.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001260.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001260.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001290.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001290.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001320.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001320.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001380.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001380.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001410.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001410.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001440.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001440.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001470.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001470.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001530.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001530.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001560.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001560.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001590.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001590.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001620.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001620.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001680.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001680.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001710.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001710.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001740.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001740.txt","","","0"
"train","videos/blood_ps_particle_1/yolo/0706_v1/images/train/frame_001770.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/train/frame_001770.txt","","","4"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_000000.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_000000.txt","","","7"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_000150.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_000150.txt","","","0"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_000300.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_000300.txt","","","7"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_000450.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_000450.txt","","","0"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_000600.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_000600.txt","","","8"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_000750.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_000750.txt","","","0"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_000900.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_000900.txt","","","6"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_001050.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_001050.txt","","","0"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_001200.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_001200.txt","","","6"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_001350.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_001350.txt","","","0"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_001500.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_001500.txt","","","4"
"val","videos/blood_ps_particle_1/yolo/0706_v1/images/val/frame_001650.png","videos/blood_ps_particle_1/yolo/0706_v1/labels/val/frame_001650.txt","","","0"

