subset,image,label,source_image,source_label,bbox_count
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000540.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000540.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000540.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000540.txt,8
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000630.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000630.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000630.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000630.txt,8
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000660.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000660.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000660.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000660.txt,7
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000720.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000720.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000720.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000720.txt,7
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000750.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000750.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000750.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000750.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000780.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000780.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000780.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000780.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000810.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000810.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000810.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000810.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000840.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000840.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000840.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000840.txt,6
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000870.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000870.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000870.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000870.txt,6
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000900.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000900.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000900.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000900.txt,6
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000930.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000930.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000930.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000930.txt,6
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_000960.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_000960.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000960.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000960.txt,6
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001020.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001020.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001020.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001020.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001050.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001050.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001050.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001050.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001110.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001110.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001110.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001110.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001170.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001170.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001170.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001170.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001200.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001200.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001200.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001200.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001230.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001230.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001230.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001230.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001260.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001260.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001260.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001260.txt,5
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001290.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001290.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001290.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001290.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001320.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001320.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001320.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001320.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001350.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001350.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001350.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001350.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001380.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001380.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001380.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001380.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001410.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001410.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001410.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001410.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001440.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001440.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001440.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001440.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001470.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001470.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001470.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001470.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001500.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001500.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001500.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001500.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001530.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001530.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001530.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001530.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001560.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001560.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001560.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001560.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001590.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001590.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001590.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001590.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001680.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001680.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001680.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001680.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001710.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001710.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001710.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001710.txt,4
train,videos/blood_ps_particle_1/yolo/0706_v2/images/train/frame_001770.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/train/frame_001770.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001770.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001770.txt,4
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_000270.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_000270.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000270.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000270.txt,7
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_000330.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_000330.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000330.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000330.txt,7
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_000480.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_000480.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000480.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000480.txt,8
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_000570.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_000570.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000570.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000570.txt,8
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_000600.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_000600.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000600.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000600.txt,8
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_000690.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_000690.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000690.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000690.txt,8
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_000990.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_000990.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_000990.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_000990.txt,5
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_001080.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_001080.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001080.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001080.txt,5
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_001140.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_001140.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001140.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001140.txt,5
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_001620.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_001620.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001620.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001620.txt,4
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_001650.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_001650.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001650.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001650.txt,4
val,videos/blood_ps_particle_1/yolo/0706_v2/images/val/frame_001740.png,videos/blood_ps_particle_1/yolo/0706_v2/labels/val/frame_001740.txt,videos/blood_ps_particle_1/exports/0706_v2/images/train/frame_001740.png,videos/blood_ps_particle_1/exports/0706_v2/labels/train/frame_001740.txt,5

